wtc_id,title_en,title_te,english,telugu_chars,english_chars,telugu_stanzas,english_stanzas,author,library_status,url
333,naa jeevam nee krupalo,నా జీవం నీ కృపలో దాచితివే నా జీవితకాలమంతా,partial,440,797,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/333
334,nee preme nannu aadharinchenu,నీ ప్రేమే నను ఆదరించేను,none,476,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/334
335,sthuthi paathruda sthothrahurda,స్తుతి పాత్రుడా స్తోత్రార్హుడా,none,566,0,1,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/335
336,sannuthichedanu dhayaludavu,సన్నుతించెదను దయాళుడవు నీవని,none,382,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/336
337,aascharyakarudaa naa aalochanakartha,ఆశ్చర్యాకరుడా నా ఆలోచన కర్తవు,partial,427,506,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/337
338,yesu anu namame naa madhura,యేసు అను నామమే నా మధుర గానమే,none,511,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/338
339,halleluya yesaiah,హల్లెలూయా యేసయ్యా,none,545,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/339
340,dheva naa dhevudavu neeve,దేవా నా దేవుడవు నీవే,none,504,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/340
341,aanandame prabhu yesuni,ఆనందమే ప్రభు యేసుని స్తుతించుట ఆత్మానంద గీతమే పాడెదా,none,483,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/341
342,premamaya yesu prabhuvaa,ప్రేమమయా యేసు ప్రభువా నిన్నే స్తుతింతును ప్రభువా,none,744,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/342
343,aanandam yesutho,ఆనందం యేసుతో ఆనందం,none,384,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/343
344,naa vedhanalo vedhikithini,నా వేదనలో వెదకితిని,none,362,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/344
345,sarvonathuda neeve naaku,సర్వోన్నతుడా నీవే నాకు ఆశ్రయదుర్గము,none,437,0,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/345
346,vandhanamu neeke,వందనము నీకే నా వందనము,partial,625,755,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/346
347,maadhuryame naa prabhutho,మాధుర్యమే నా ప్రభుతో జీవితం,partial,445,588,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/347
348,yemani varninthu,ఏమని వర్ణింతు నీ కృపను ఏరులై పారెనె నా గుండెలోన,none,359,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/348
349,nithyudaa nee sanidhi,నిత్యుడా నీ సన్నిధి నిండుగా నా తోడూ,none,426,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/349
350,tejovaasula swasthyamandhu,తేజోవాసుల స్వాస్థ్యమందు నను చేర్చుటే,none,518,0,4,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/350
351,sthuthi simhasanaseenudavu,స్తుతి సింహాసనాసీనుడవు,none,535,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/351
352,anadhilo niyaminchabadina,అనాదిలో నియమించబడిన గొర్రెపిల్ల,none,388,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/352
353,prabhuvaa nee samukhamandhu,ప్రభువా నీ సముఖము నందు,none,473,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/353
354,nithyudagu naa thandri,నిత్యుడగు నా తండ్రి నీకే స్తోత్రము,none,446,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/354
355,nee krupa bahulyame,నీ కృప బాహుళ్యమే నా జీవిత ఆధారమే,none,256,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/355
356,aascharyakarudaa needhu krupa,ఆశ్చర్యకరుడా నీదు కృపా అనుదినం అనుభవించెద,none,401,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/356
357,evarunnaru ee lokamulo,ఎవరున్నారు ఈ లోకంలో,none,322,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/357
358,yuddha veerulam manam,యుద్ధ వీరులం మనము యుద్ధ వీరులం,none,477,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/358
359,seeyonulo naa yesutho,సీయోనులో నా యేసుతో,none,303,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/359
360,naa jeevitham neekankitham,నా జీవితం నీకంకితం,none,231,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/360
361,sooryuni dharinchi,సూర్యుని ధరించి చంద్రుని మీద నిలిచి,none,330,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/361
362,oohalu naadhu ootalu,ఊహలు నాదు ఊటలు,none,370,0,1,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/362
363,yesaiah naa nirikshana aadharama,యేసయ్యా,none,291,0,1,0,Bro  Yesanna,unusable-title,https://waytochurch.com/lyrics/song/363
364,noothana yerushalem,నూతన యెరుషలేమ్ దిగి వచ్చుచున్నది,none,844,0,3,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/364
365,nanu viduvaka dhachithivi,నను విడువక యెడబాయక,none,553,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/365
366,kalavaripadi ne kondalavypu,కలవర పడి నే కొండల వైపు నా కన్నులెత్తుదునా,none,563,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/366
367,naa prana priyuda yesaiah,నా ప్రియుడా యెసయ్యా నీ కృప లేనిదే నే బ్రతుకలేను,none,541,0,2,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/367
368,naa pranathma sareeram,నా ప్రాణ ఆత్మ శరీరం అంకితం నీకే ప్రభూ,none,298,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/368
369,naa yesu raaja naa aaradhyadhyvama,నా యేసు రాజా నా ఆరాధ్య దైవమా,partial,429,612,3,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/369
370,yesaiah naa priya,యేసయ్యా నాప్రియా,none,362,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/370
371,nenu velle maargamu,నేను వెళ్ళే మార్గము నా యేసుకే తెలియును,none,641,0,0,0,Bro  Yesanna,in_library_exact,https://waytochurch.com/lyrics/song/371
372,yeguruthunnandhi vijaya,ఎగురుతున్నది విజయ పతాకం యేసు రక్తమే మా జీవిత విజయం,none,615,0,1,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/372
373,anthyadhinamula yendu memundaga,అంత్య దినములందు మేం ఉండగా నీ ఆత్మా కుమ్మరింపు నీయుమా,none,999,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/373
374,dhevudu maapakshamuna vundaga,దేవుడు మా పక్షమున ఉండగా మాకు విరోధి ఎవడు,none,944,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/374
375,idhigo vinuma lokama,ఇదిగో వినుమా ఓ లోకమా త్వరలో ప్రభువు రానుండెను,none,2167,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/375
376,israelunu kaapaadu devudu,ఇశ్రాయేలును కాపాడు దేవుడు కునుకడు నిద్రపోడెన్నడు,none,2739,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/376
377,jaya pataakam yegaraali,జయ పతాకం ఎగరాలి ఈ దేశం సొంతం కావాలి,none,809,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/377
378,jayahe jayahe kristhesu,జయహే జయహే క్రీస్తేసు ప్రభుకు జయహే జయహే జయహే రారాజు ప్రభుకు జయహే,none,1578,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/378
379,naa neethi neeve,నా నీతి నీవే నా ఖ్యాతి నీవే నా దైవమా యేసయా,none,1512,0,2,0,Bro  Anil Kumar,in_library_contained,https://waytochurch.com/lyrics/song/379
380,cheddaamaa poraatam,చేద్దామా పోరాటం ఆత్మీయ పోరాటం అపవాది శక్తులతో అనుదినము పోరాటం,none,1318,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/380
381,nibbaram kaligi,నిబ్బరం కలిగి ధైర్యముగుండు దిగులు పడకు జడియకు ఎపుడు,none,2681,0,6,0,Bro  Anil Kumar,in_library_fuzzy,https://waytochurch.com/lyrics/song/381
382,lokamunu jayinchina,లోకమును జయించిన విజయము విశ్వాసమే ఈ లోకమును జయించిన విజయము విశ్వాసమే,none,1203,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/382
383,nee rakthame paapa parihaaram,లోక పాపమును మోసుకెళ్ళిన దేవుని గొర్రె పిల్ల,none,1467,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/383
384,veerudu lechenu,వీరుడే లేచెను మరణపు ముల్లును విరచి సాధ్యమా మంటికి ప్రభువునే వుంచను అణచి,none,2543,0,3,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/384
385,visvasa veerulam,విశ్వాస వీరులం క్రీస్తు శిష్యులం దేవునికే మేం వారసులం,none,2090,0,2,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/385
386,yesayya lone unnadhi manaku rakshana,యేసయ్యలోనే ఉన్నది మనకు రక్షణ నిరీక్షణ,none,2253,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/386
387,maargam satyam jeevam,మార్గం సత్యం జీవం క్రీస్తేసని చాటేద్దాం చేయి చేయి కలిపి ప్రభు రాజ్యం కట్టేద్దాం,none,691,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/387
388,yuddha veeruda,యుద్ధ వీరుడా కదులు ముందుకు పాలు తేనెలా నగరుకు,none,1233,0,3,0,Bro  Anil Kumar,in_library_exact,https://waytochurch.com/lyrics/song/388
389,yesu dhevuni aaradhikulam,యేసు దేవుని ఆరాధికులం వెనుక చూడని సైనికులం,none,1352,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/389
390,shuddha hrudhayam,శుద్ధ హృదయం కలుగజేయుము,none,537,0,1,0,Bro  Anil Kumar,in_library_exact,https://waytochurch.com/lyrics/song/390
391,జీసస్ జీసస్,జీసస్ జీసస్,none,1007,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/391
392,yuddhamu yehovadhe,రాజులు మనకెవ్వరు లేరు శూరులు మనకెవ్వరు లేరు,none,621,0,2,0,Bro  Anil Kumar,in_library_contained,https://waytochurch.com/lyrics/song/392
393,prabhu naamam,ప్రభు నామం నా ఆశ్రయమే ఆయనను స్తుతించెదను ప్రభు మహిమ నా జీవితమే ఆయనను వెంబడింతును,none,622,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/393
394,krupa krupa naa yesu krupa,కృప కృప నా యేసు కృప కృప కృప కృప,none,3012,0,3,0,Bro  Anil Kumar,in_library_exact,https://waytochurch.com/lyrics/song/394
395,kondharemo gurralantu,కొందరేమో గుర్రాలంటూ కొందరేమో రథాలంటూ అబ్బురంగా అతిశయపడతారు,none,2745,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/395
396,jayaminkaa manaderaa,జయమింకా మనదేరా జయ ధ్వనినే చేసేయ్ రా ప్రేమించే యేసునిలో అత్యధికపు జయమేరా,none,1939,0,1,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/396
397,yesuni yandali aanandame,యేసుని యందలి ఆనందమే మాకు బలము,none,2344,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/397
398,yehovaa maa balamaa neeve kadha naa dheema,యెహోవా మా బలమా నీవే కదా నా ధీమా,none,2335,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/398
399,paraakramamu gala baladyuda,పరాక్రమము గల బలాడ్యుడా నీ కంటికి కనిపించే నీ చెవులకు వినిపించే,none,3066,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/399
400,idiye samayam,ఇదియే సమయం ఇక లేరా నేస్తం ప్రభుకై రగిలే జ్వాలై,none,2365,0,0,0,Bro  Anil Kumar,missing,https://waytochurch.com/lyrics/song/400
401,holy holy holy,హోలీ హోలీ హోలీ హోలీ హోలీ హోలీ హోలీ హోలీ,none,2725,0,0,0,Bro  Anil Kumar,in_library_exact,https://waytochurch.com/lyrics/song/401
402,entho vintha entho chintha,ఎంతో వింత ఎంతో చింత యేసునాధున్ మరణమంత,none,581,0,0,0,,missing,https://waytochurch.com/lyrics/song/402
403,aha mahathma haa sareera,ఆహా మహాత్మ హా శరణ్యాహా విమోచకద్రోహ,none,631,0,0,0,,in_library_contained,https://waytochurch.com/lyrics/song/403
453,e samayamandhaina,ఏ సమయమందైన ఏ స్ధలమందైన,none,572,0,0,0,,missing,https://waytochurch.com/lyrics/song/453
496,aanandham aanandham,ఆనంధం –ఆనంధం –ధినధినం ఆనంధం రారాజు నా స్వంతమాయెనే –,none,531,0,3,0,,missing,https://waytochurch.com/lyrics/song/496
497,aanandha maanandha maayenu,ఆనంధ మానంధ మాయెను – నాధు ప్రియ కుమారుని యంధు,none,907,0,5,0,,missing,https://waytochurch.com/lyrics/song/497
498,niitigala yohoavaa sthuthi mii,నీతిగల యొహోవా స్థుథి మీ – యాథ్మథో నర్పించుదిమీ యాథ్మథో,none,705,0,0,0,,missing,https://waytochurch.com/lyrics/song/498
499,dhaeva dhivyanantha prabhaava,ధేవ ధివ్యనంథ ప్రభావ మాంపాహి ఘన యోహోవా స్థావర జంగమ,none,866,0,0,0,,missing,https://waytochurch.com/lyrics/song/499
500,gaanamu chaeyudu sukiirthananu y,ఘానము చేయుదు సుకీర్థననుఒహోవను గూరిచి క్రొథ గాను రక్థి గాను,none,799,0,1,0,,missing,https://waytochurch.com/lyrics/song/500
501,anni kalambula nunna yehova,ఆన్ని కాలంబులనున్న యోహోవాని న్నెన్నథరంబయో కన్న థంద్రి – వన్నె,none,811,0,0,0,,missing,https://waytochurch.com/lyrics/song/501
502,halleluya sthotram,హల్లెలూయ స్తోత్రం,none,553,0,2,0,,missing,https://waytochurch.com/lyrics/song/502
503,yesu ni krupalo,యేసు నీ క్రుపలో,none,444,0,2,0,,missing,https://waytochurch.com/lyrics/song/503
504,manchi sakshiga marchumu,మంచి సాక్షిగ మార్చుము,none,1134,0,2,0,,missing,https://waytochurch.com/lyrics/song/504
505,devaa neeku sthotramu,దేవా నీకు స్తోత్రము,none,223,0,0,0,,missing,https://waytochurch.com/lyrics/song/505
507,bharatha desama yesuke,భారత దేశమా యేసుకే నా భారత దేశమా ప్రియయేసుకే,none,1927,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/507
508,nannenthaga preminchithivo,నన్నెంతగా ప్రేమించితివో,partial,657,712,2,0,,in_library_exact,https://waytochurch.com/lyrics/song/508
509,aradinchedanu ninnu,ఆరాధించెదను నిన్ను నా యేసయ్య ఆత్మతో సత్యముతో,none,335,0,2,0,,in_library_exact,https://waytochurch.com/lyrics/song/509
510,sruthi chesi ne padana,శృతి చేసి నే పాడనా స్తోత్రగీతం,none,500,0,2,0,,in_library_exact,https://waytochurch.com/lyrics/song/510
511,neevu leni roju asalu,నీవు లేని రోజు అసలు రోజే కాదయా,none,304,0,1,0,,in_library_exact,https://waytochurch.com/lyrics/song/511
512,punarudhanuda naa yesayya,పునరుత్థానుడ నా యేసయ్య మరణము గెలిచి బ్రతికించితివి నన్ను,none,523,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/512
513,yudhaa sthuthi gotrapu simhama,యూదా స్తుతి గోత్రపు సింహమా,none,416,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/513
514,suryuni dharinchi,సూర్యుని ధరించి చంద్రుని మీద నిలిచి,none,291,0,3,0,,missing,https://waytochurch.com/lyrics/song/514
515,sthuthiki paathruda,స్తుతికి పాత్రుడా స్తోత్రార్హుడా,none,342,0,2,0,,missing,https://waytochurch.com/lyrics/song/515
516,nee krupa naku chalunu,నీ కృపా నాకు చాలును నీ కృప లేనిదే నే బ్రతుకలేను,none,721,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/516
517,palle pallello pattanala moolallo,పల్లె పల్లెల్లో పట్టణాల మూలల్లో,none,554,0,0,0,,missing,https://waytochurch.com/lyrics/song/517
518,musalamma muchatlu,ముసలమ్మ ముచ్చట్లు కట్టిపెట్టి,none,656,0,0,0,,missing,https://waytochurch.com/lyrics/song/518
519,manasara pujenchi,మనసార పూజించి నిన్ను ఆరాధిస్తా,none,359,0,1,0,"Bro  Raj , micheal paul",in_library_fuzzy,https://waytochurch.com/lyrics/song/519
520,mahimaswarupuda,మహిమ స్వరూపుడా మృత్యుంజయుడా,none,486,0,0,0,,missing,https://waytochurch.com/lyrics/song/520
521,dayagala hrudayudavu,దయగల హృదయుడవు,none,675,0,2,0,,missing,https://waytochurch.com/lyrics/song/521
522,nee sallani soope,నీ సల్లని సూపే ఓ యేసయ్యా,none,435,0,3,0,,missing,https://waytochurch.com/lyrics/song/522
523,yedabaayani deva,ఎడబాయని దేవా ఇమ్మానుయేలు ప్రభువా,none,397,0,2,0,,missing,https://waytochurch.com/lyrics/song/523
524,gadachina kaalamantha,గడచిన కాలమంతా నిలిచితివి నా చెంత,none,491,0,1,0,,missing,https://waytochurch.com/lyrics/song/524
525,ambhara veedhilo tharaka,అంబరవీధిలో తారక వెలసెను తూర్పున వింతగా,none,254,0,2,0,,missing,https://waytochurch.com/lyrics/song/525
526,krupayu satyamu kalisi,మహిమ రూపము మనిషి ఆయెను బాలయేసునిగా,none,264,0,2,0,,missing,https://waytochurch.com/lyrics/song/526
527,aakashamlo kotha chukka puttindi,ఆకాశంలో కొత్త చుక్క పుట్టింది,none,194,0,2,0,,missing,https://waytochurch.com/lyrics/song/527
528,andhari chevulu gingurumanela,అందరి చెవులు గింగురుమనేలా అంతట చాటి చెప్పాలా,none,345,0,1,0,,missing,https://waytochurch.com/lyrics/song/528
529,ooruko hrudayama neelo,ఊరుకో హృదయమా నీలో మత్సరమా,none,312,0,1,0,,missing,https://waytochurch.com/lyrics/song/529
530,unnathamaina rajyapu vasi,ఉన్నతమైన రాజ్యపువాసీ యేసయ్యా,none,641,0,2,0,,missing,https://waytochurch.com/lyrics/song/530
531,sahasa kaaryalu cheya galige,సహసకర్యాలు చేయగలిగే దేవుని హస్తము,none,365,0,2,0,,missing,https://waytochurch.com/lyrics/song/531
532,o manavuda melukonumu,ఓ మానవుడా మేలుకొనుము నిదురయేలరా,none,383,0,2,0,,missing,https://waytochurch.com/lyrics/song/532
533,aagipodhu na pata,ఆగిపోదు నా పాట గమ్యం చేరేదాక,none,460,0,0,0,,missing,https://waytochurch.com/lyrics/song/533
537,gadachina kalamu krupalo mamu,హల్లెలూయ స్తోత్రం యేసయ్య,none,476,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/537
538,halleluya sthotram,హల్లెలూయ స్తోత్రం యేసయ్య కృప చాలును నీ కృప చాలును,none,288,0,0,0,,missing,https://waytochurch.com/lyrics/song/538
539,gurileni payanam dari cherakunte,గురిలేని పయనం దరి చేరకుంటే,none,466,0,0,0,,missing,https://waytochurch.com/lyrics/song/539
540,naa thandri ninu nenu,నా తండ్రీ నిను నేను మరువలేను,none,374,0,0,0,,missing,https://waytochurch.com/lyrics/song/540
541,chitikina naa jeevitham,చితికిన నా జీవితము చినిగిన ఓ కాగితము,none,487,0,0,0,,missing,https://waytochurch.com/lyrics/song/541
542,phalamulu kaligina shishyuniga nannu,ఫలములు కలిగిన శిష్యునిగా నన్ను మార్చితివా,none,394,0,0,0,,missing,https://waytochurch.com/lyrics/song/542
543,modhata nee sthithi konchame ainanu,మొదట నీ స్థితి కొంచెమే అయినను,none,480,0,0,0,,missing,https://waytochurch.com/lyrics/song/543
544,nannu evvaru kadilinchaleru,నన్ను ఎవ్వరు కదిలించలేరు దేనికి ఆ శక్తి లేదు,none,396,0,0,0,,missing,https://waytochurch.com/lyrics/song/544
545,aashalanni nee meedhane,ఆశలన్నీ నీ మీదనే తీర్చవా ప్రభూ,none,467,0,0,0,,missing,https://waytochurch.com/lyrics/song/545
546,naa balamu nannu,నా బలము నన్ను విడిచిపోయినా,none,415,0,1,0,,missing,https://waytochurch.com/lyrics/song/546
547,neeve na rakshana neeve nireekshana,నీవే నా రక్షణ నీవే నిరీక్షణ,none,312,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/547
548,krutagnatato samarpanato,కృతజ్ఞతతో సమర్పణతో ఆయన సన్నిది చేరెదము,none,361,0,0,0,,missing,https://waytochurch.com/lyrics/song/548
549,pashushalalo neevu,పశుశాలలో నీవు పవళించినావు పరమాత్ముడవు నీవు,none,218,0,0,0,,missing,https://waytochurch.com/lyrics/song/549
550,satvikuda deenulanu karuninche,సాత్వీకుడా దీనులను కరుణించే నా యేసయ్య,none,418,0,0,0,,missing,https://waytochurch.com/lyrics/song/550
551,nee bahu balamu ennadaina,నీ బాహుబలము ఎన్నడైన దూరమాయెనా,none,618,0,0,0,,missing,https://waytochurch.com/lyrics/song/551
552,arbhatamutho pradhana dootha,ఆర్భాటముతో ప్రధాన దూత శబ్ధముతో దేవుని బూరతో,none,508,0,0,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/552
553,chatali jagatilo devuni keerthi,చాటాలి జగతిలో దేవుని కీర్తి కావాలి మనిషికి దేవుని నీతి,none,536,0,0,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/553
554,bethlahemulo sandhadi pasuvula pakalo,బెత్లేహేములోనంట సందడి పశువుల పాకలో సందడి,none,622,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/554
555,christmas panduga vachenule,క్రీస్మస్ పండుగ వచ్చేనులే నేడు యేసయ్య జన్మ దినం వచ్చేనులే,none,505,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/555
556,yennaluga,ఎన్నాళ్ళుగా ఎన్నేళ్ళుగా నా నీరిక్షనా,none,434,0,0,0,,missing,https://waytochurch.com/lyrics/song/556
557,yenduko nannu neevu,ఎందుకో నన్ను నీవు ప్రేమించినావు దేవా,none,444,0,0,0,bro p issac,in_library_fuzzy,https://waytochurch.com/lyrics/song/557
558,anuragalu kuripinche,అనురాగాలు కురిపించే నీ ప్రేమ తలచి,none,525,0,0,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/558
560,nindu manasutho ninne aaradhinchuta,నిండు మనసుతో నిన్నే ఆరాదించుట నీ సంకల్పం,none,555,0,0,0,Bro  Yesanna,missing,https://waytochurch.com/lyrics/song/560
561,laali laali laalamma laali,లాలి లాలి లాలి లాలమ్మ లాలీ,none,348,0,0,0,,missing,https://waytochurch.com/lyrics/song/561
562,santhosham naku santhosham,సంతోషం నాకు సంతోషం యేసు నాలో ఉంటే సంతోషం,none,368,0,1,0,,missing,https://waytochurch.com/lyrics/song/562
563,sharon roja yese,షారోను రోజా యేసే పరిపూర్ణ సుందరుడు,none,463,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/563
564,sudhinam sarva janulaku,సుధినం సర్వ జనులకు సమధానం సర్వ జగతికి,none,460,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/564
572,anamda samvatsaram,ఆనంద సంవత్సరం ఆశీర్వద కాలం,none,416,0,3,0,Bro  Sean pachigalla,in_library_exact,https://waytochurch.com/lyrics/song/572
729,నా నోటన్ క్రొత్త పాట నా యేసు ఇచ్చె,,partial,845,463,10,5,,in_library_contained,https://waytochurch.com/lyrics/song/729
959,sarvakrupaanidhiagu prabhuvaa,సర్వ కృపానిధీయగు ప్రభువా సకల చరాచర స౦తోషమా,none,460,0,0,0,,in_library_fuzzy,https://waytochurch.com/lyrics/song/959
1790,e thegulu neegudaaramu,ఏ తెగులూ నీ గుడారమున్ సమీపించదయ్య,none,469,0,3,0,,in_library_fuzzy,https://waytochurch.com/lyrics/song/1790
1791,aaraadhanalanduko,ఆరాధనలందుకో ఆరాధనలందుకో,none,711,0,3,0,,missing,https://waytochurch.com/lyrics/song/1791
2370,mukti dilaye eeshu naam,ముక్తి దిలాయె ఈషు నామ్,none,290,0,0,0,,missing,https://waytochurch.com/lyrics/song/2370
2371,neele aasmaan,నీలె ఆస్మాన్ కె పార్ జాయెంగె,none,315,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2371
2385,dhaatipovu vaadu kaadhu,దాటిపోవు వాడు కాదు యేసు దైవము,none,541,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2385
2386,jeevithanthamu nee neetho,జీవితాంతమూ నే నీతో నడవాలని,none,976,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2386
2387,nammi nammi,నమ్మి నమ్మి మనుషులను నీవు నమ్మీ నమ్మీ,none,874,0,0,0,,missing,https://waytochurch.com/lyrics/song/2387
2389,naa jayamu koorina dheva,నా జయము కోరిన దేవా సైన్యములకధిపతి యెహోవా,none,631,0,0,0,,missing,https://waytochurch.com/lyrics/song/2389
2390,kula pichodini nenu,కుల పిచ్చోడ్ని నేను కళ్ళులేని కభోదిని,none,520,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2390
2391,thallikunnadhaa thandrikunnadhaa,తల్లికున్నదా తండ్రికున్నదా నీ ప్రేమ జాలి యేసయ్యా,none,709,0,0,0,,missing,https://waytochurch.com/lyrics/song/2391
2392,jeevana tholi sandya,జీవన తొలి సంధ్యా నీతోనే ఆరంభం,none,537,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2392
2393,nenante nee kendhuko,నేనంటే నీకెందుకో ఈ ప్రేమ నన్ను మరచిపోవెందుకో,none,622,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2393
2395,కొంతసేపు కనబడి అంతలోనే మాయమయ్యే,కొంతసేపు కనబడి అంతలోనే మాయమయ్యే,none,748,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2395
2400,priyudaa nee prema,ప్రియుడా నీ ప్రేమ – పాదముల్ చేరితి,none,574,0,4,0,,in_library_contained,https://waytochurch.com/lyrics/song/2400
2401,neevu chesina vupakaaramulaku,నీవుచేసిన ఉపకారములకు నేనేమి చేల్లింతును,none,446,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2401
2402,halleluah ani paadi,హల్లెలుయా యని పాడి స్తుతింపని రారే,none,619,0,0,0,,in_library_contained,https://waytochurch.com/lyrics/song/2402
2403,aaraadhanalandhuko,ఆరాధనాలందుకో ఆరాధనాలందుకో,none,645,0,0,0,,missing,https://waytochurch.com/lyrics/song/2403
2404,gaadandhakaaramulo nee nadachina,గాఢాంధ కారములో నే నడిచిన వేళలలో,none,566,0,0,0,,in_library_exact,https://waytochurch.com/lyrics/song/2404
2405,golgotha kondapina,గొల్గోత కొండపైన గాయాలు పొందితివి,none,268,0,2,0,,in_library_contained,https://waytochurch.com/lyrics/song/2405
2406,kalvary premanu thalanchinappudu,కల్వరి ప్రేమను తలంచినప్పుడు కలుగుచున్నది దుఃఖం,partial,449,568,3,0,,in_library_exact,https://waytochurch.com/lyrics/song/2406
2407,mahonathuda nee krupalone,మహోన్నతుడా నీ క్రుపలో నేను నివసించుట,none,327,0,0,0,,in_library_fuzzy,https://waytochurch.com/lyrics/song/2407
