id,titleEn,titleTe,author,album,category,ragam,language,posted,url,teluguChars,englishChars
2731,,,చార్లెస్ వెస్లీ,Andhra Kristava Keerthanalu,"Jesus, Lover of my soul",,TELUGU,,https://waytochurch.com/lyrics/song/2731,619,737
2732,,,బర్నార్డ్ మాన్సెల,Andhra Kristava Keerthanalu,Rest of the weary,,TELUGU,,https://waytochurch.com/lyrics/song/2732,375,461
2733,,,జాన్ మేసన్ నీ,Andhra Kristava Keerthanalu,"Art thou weary, art thou languid?",,TELUGU,,https://waytochurch.com/lyrics/song/2733,402,486
2734,emdhu kae chimthimchedhavu naa,ఎందు కే చింతించెదవు నా డెందమా,పురుషోత్తము చౌదరి,Andhra Kristava Keerthanalu,క్రీస్తు ఎన్నటికి విడనాడు వాఁడు కాఁడు,ragam: సావేరి-saavaeri,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2734,1091,1361
2735,manamee manumee manasa nee van,మనమీ మనుమీ మనస నీ వనుదినము యేస,సి జేమ్సు,Andhra Kristava Keerthanalu,ప్రభుని హత్తుకొనుట,ragam: జంఝూటి-jMjhooti,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2735,939,1220
2736,dhaeva dhaasapaalaka raajaa ra,దేవ దాసపాలక రాజా రావే జీవముల ప,,Andhra Kristava Keerthanalu,మన రాజగు క్రీస్తు,ragam: శంకరాభరణము-shMkaraabharaNamu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2736,581,747
2737,ennadu nedaobaaya nae koladhi,ఎన్నడు నెడఁబాయ నే కొలది విడనా,పులిపాక జగన్నాధము,Andhra Kristava Keerthanalu,దేవుఁడు తన పరిశుద్ధులను ఎన్నడు నెడబాయఁడు,ragam: శంకరాభరణము-shMkaraabharaNamu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2737,420,520
2738,jeevamaa chimthimchakumdu ninn,జీవమా చింతించకుండు నిన్నుఁ గావ,మిక్కిలి సమూయేలు,Andhra Kristava Keerthanalu,రేపటిని గూర్చి చింతింపకుము,ragam: నాధనామక్రియ-naaDhanaamakriy,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2738,573,740
2739,bhayamu nomdhakumu kraisthava,భయము నొందకుము క్రైస్తవ సహోదర య,విలియం డానన్,Andhra Kristava Keerthanalu,క్రైస్తవాదరణ,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2739,882,1130
2740,yaesunaadhuni saeva yipudu maa,యేసునాధుని సేవ యిపుడు మాకబ్బెన,,Andhra Kristava Keerthanalu,క్రైస్తవుల నిర్భయము,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2740,660,849
2741,veruvanaela manasaa kreesthuni,వెరువనేల మనసా క్రీస్తుని వేఁడవ,,Andhra Kristava Keerthanalu,క్రైస్తవ నిర్భయము,ragam: నాధనామక్రియ-naaDhanaamakriy,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2741,785,982
2742,oa dhaeva naenu nee dhaapuna n,ఓ దేవ నేను నీ దాపున నుండెదన్ న,మత్తయి సమూయేలు,Andhra Kristava Keerthanalu,దైవసన్నిధి,ragam: యదుకులకాంభోజి-yadhukulakaaMbhoaji,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2742,639,824
2743,yaesu karuna yidhiyae maa shar,యేసు కరుణ యిదియే మా శరణు యేసు,మిక్కిలి సమూయేలు,Andhra Kristava Keerthanalu,క్రీస్తు కరుణయం దాశ్రయించుట,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2743,324,405
2744,sharanuao jochchithi yaesunaad,శరణుఁ జొచ్చితి యేసునాధుఁడ శక్త,మిక్కిలి సమూయేలు,Andhra Kristava Keerthanalu,యేసు శరణుజొచ్చుట,ragam: కేదారగౌళ-kaedhaaragauL,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2744,491,642
2745,yehoava naa kaapari yiaokao go,యెహోవ నా కాపరి యిఁకఁ గొదు వేమి,మల్లెల సొలొమోను జార్జి,Andhra Kristava Keerthanalu,మంచికాపరి,ragam: కమాసు-kamaasu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2745,608,774
2746,sarvashakthuaoda nirmalaathmua,సర్వశక్తుఁడ నిర్మలాత్ముఁడ సర్వ,చదలవాడ జోనా,Andhra Kristava Keerthanalu,యేసు సర్వశక్తుడు,ragam: జంఝూటి-jMjhooti,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2746,813,1043
2747,sharanu sharanu yaesu dhaevaa,శరణు శరణు యేసు దేవా నన్నుఁ గరు,మిక్కిలి సమూయేలు,Andhra Kristava Keerthanalu,యేసు మన యాశ్రయము,ragam: సావేరి-saavaeri,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2747,865,1135
2748,,,ఫ్రాన్సెస్ రిడ్లీ హవర్గల్,Andhra Kristava Keerthanalu,"Master, speak, Thy servant hearth",,TELUGU,,https://waytochurch.com/lyrics/song/2748,455,577
2749,naa rakshkuni vembadimthu nannitan,నా రక్షకుని వెంబడింతు నన్నిటన్,విలియం ఆర్కట్ కషింగ్,Andhra Kristava Keerthanalu,Down in the valley,,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2749,459,560
2750,,,ఏనీ షెర్పుడ్ హాక్స్,Andhra Kristava Keerthanalu,I need Thee every hour,,TELUGU,,https://waytochurch.com/lyrics/song/2750,408,499
2751,,,జాన్ హెన్రీ న్యూమేన్,Andhra Kristava Keerthanalu,"Lead, Kindly Light",,TELUGU,,https://waytochurch.com/lyrics/song/2751,387,466
2752,,,విలియం విలియమ్స్,Andhra Kristava Keerthanalu,"Guide me, O Thou Great Jehovah",,TELUGU,,https://waytochurch.com/lyrics/song/2752,381,468
2753,komdala thattu naeao goarketho,కొండల తట్టు నేఁ గోర్కెతోడ నాదు,మల్లెల దావీదు,Andhra Kristava Keerthanalu,దైవసహాయము,ragam: మధ్యమావతి-maDhyamaavathi,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2753,749,922
2754,,,నికొలాస్ జింజెండార్ఫ్,Andhra Kristava Keerthanalu,"Jesus, still lead on",,TELUGU,,https://waytochurch.com/lyrics/song/2754,381,472
2755,,,జె ఎచ్ గిల్మోర్,Andhra Kristava Keerthanalu,"He leadeth me, O blessed thought",,TELUGU,,https://waytochurch.com/lyrics/song/2755,416,538
2756,,,ఓకబ్ చేంబర్లేన్,Andhra Kristava Keerthanalu,"Saviour, like a Shepherd lead us",,TELUGU,,https://waytochurch.com/lyrics/song/2756,486,589
2757,neevu thoadai yunnaojaalu yaes,నీవు తోడై యున్నఁజాలు యేసు నిత్,పులిపాక జగన్నాధము,Andhra Kristava Keerthanalu,యేసు తోడైయున్నఁ జాలును,ragam: బిలహరి-bilahari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2757,614,764
2758,neevae naa priyuaodavu yaesu p,నీవే నా ప్రియుఁడవు యేసు ప్రభు,పులిపాక జగన్నాధము,Andhra Kristava Keerthanalu,యేసుని ప్రేమ,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2758,572,719
2759,oa dhaevaa nannuao broava need,ఓ దేవా నన్నుఁ బ్రోవ నీదె భార మ,ఎస్ ఎస్ షేతు,Andhra Kristava Keerthanalu,దేవుని నాశ్రయించుట,ragam: కాపి-kaapi,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2759,453,600
2760,naadha yaesu naadha kreesthu n,నాధ యేసు నాధ క్రీస్తు నాధ నేనన,పసుపులేటి దావీదు,Andhra Kristava Keerthanalu,క్రీస్తు విశ్వాసుల కాశ్రయము,ragam: ఖరహరప్రియ-kharaharapriy,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2760,563,783
2761,naakai cheelina yuga yugamula,నాకై చీలిన యుగ యుగముల శిల ముక్,తటవర్తి నారాయణస్వామి,Andhra Kristava Keerthanalu,యేసు మన ఆశ్రయ రక్షకుఁడు,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2761,760,976
2762,mukthiao ganarae mee manmbula,ముక్తిఁ గనరే మీ మనంబుల శక్తిగల,,Andhra Kristava Keerthanalu,ముక్తిఁ గనుట,ragam: భూపాళము-bhoopaaLamu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2762,789,967
2763,yaesoo naa yaathma rakshkumda,యేసూ నా యాత్మ రక్షకుండ నన్ను వ,మత్తయి సమూయేలు,Andhra Kristava Keerthanalu,యేసు నా ఆత్మ ప్రియుఁడు,ragam: ఆనందభైరవి-aanMdhabhairavi,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2763,910,1169
2764,yaesu naamm beththi paadudhama,యేసు నామం బెత్తి పాడుదమ క్రీస్,పురుషోత్తము చౌదరి,Andhra Kristava Keerthanalu,క్రైస్తవానుభవము,ragam: శంకరాభరణము-shMkaraabharaNamu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2764,771,1008
2765,yaesu bhakthavarulathoa ni vaa,యేసు భక్తవరులతో ని వాసముందమ యే,డేవిడ్ లైటన్,Andhra Kristava Keerthanalu,క్రీస్తు దాసుల సహవాసము,ragam: బేహాగ్-baehaag,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2765,631,844
2766,maa yaesu kreesthuni maruaogu,మా యేసు క్రీస్తుని మఱుఁగు గల్గ,పురుషోత్తము చౌదరి,Andhra Kristava Keerthanalu,క్రీస్తునందు ఆనందించుట,ragam: ముఖారి-mukhaari,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2766,969,1217
2767,yaesunu choochuta yennatikoa p,యేసును చూచుట యెన్నటికో పర వాసు,,Andhra Kristava Keerthanalu,పరభాగ్యము కొరకు ఎదురుచూచుట,ragam: శ్రీరాగము-shreeraagamu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2767,791,1041
2768,vaechiyumtini nee thattu yaesu,వేచియుంటిని నీ తట్టు యేసువమేము,బూల జాన్,Andhra Kristava Keerthanalu,పరలోక నిరీక్షణ,ragam: కమాసు-kamaasu,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2768,746,932
2769,jeevamu poavagan dhaevuni sann,జీవము పోవగన్ దేవుని సన్నిధి జీ,బర్నార్డ్ లూకాస్,Andhra Kristava Keerthanalu,క్రైస్తవునిమరణము,ragam: అఠాణ-aTaaN,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2769,424,535
2770,nidhurao boayinatti nee paadha,నిదురఁ బోయినట్టి నీ పాద సేవకున,పులిపాక జగన్నాధము,Andhra Kristava Keerthanalu,భూస్థాపనము,ragam: అసావేరి-asaavaeri,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2770,1009,1324
2771,maranamunaku vijaya maedhi mar,మరణమునకు విజయ మేది మరణ మోడిపోయ,తూలూరి కొర్నేలియస్,Andhra Kristava Keerthanalu,విశ్వాసి పునరుత్ధానముEaster,ragam: యదుకులకాంభోజి-yadhukulakaaMbhoaji,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2771,708,925
2772,laechu dhinamu vachchunu mruth,లేచు దినము వచ్చును మృతు లెల్ల,మేడికాయల సాధువు,Andhra Kristava Keerthanalu,పునరుత్థాన దినముEaster,ragam: పంతువరాళి-pMthuvaraaLi,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2772,1152,1509
2773,,,,Andhra Kristava Keerthanalu,When the trumpet of the Lord shall sound,,TELUGU,,https://waytochurch.com/lyrics/song/2773,491,616
2774,,,ఫ్రాన్సెస్ జీన్వేన్ ఆల్స్టీన్,Andhra Kristava Keerthanalu,Safe in the arms of Jesus,,TELUGU,,https://waytochurch.com/lyrics/song/2774,456,572
2775,,,,Andhra Kristava Keerthanalu,There's a land that is fairer than day,,TELUGU,,https://waytochurch.com/lyrics/song/2775,338,440
2776,,,విలియం వాల్షాం హో,Andhra Kristava Keerthanalu,For all the saints,,TELUGU,,https://waytochurch.com/lyrics/song/2776,460,576
2777,shrumgaara dhvaarmbu maa yaesu,శృంగార ద్వారంబు మా యేసు మోక్ష,తూపిలి యోహాను,Andhra Kristava Keerthanalu,క్రీస్తు మోక్ష ద్వారము,ragam: తోడి-thoadi,TELUGU,2014-10-16,https://waytochurch.com/lyrics/song/2777,359,464
